"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-12", "2660", "ReadersWritersSemaphore.java:132", "Method Exit", "returner=Database:1#done_read:18, value=<void>"
"Thread-14", "2661", "ReadersWritersSemaphore.java:120", "Field Write", "context=Database:1, r=2"
"Thread-12", "2662", "ReadersWritersSemaphore.java:59", "Method Returned", ""
"Thread-12", "2663", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-14", "2664", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-12", "2665", "ReadersWritersSemaphore.java:56", "Variable Write", "context=Reader:8#run:8, i=2"
"Thread-12", "2666", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-14", "2667", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, s2_w"
"Thread-12", "2668", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:8, d"
"Thread-14", "2669", "ReadersWritersSemaphore.java:121", "Variable Write", "context=Database:1#done_read:19, w_w=0"
"Thread-14", "2670", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-12", "2671", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:8#run:8, target=Database:1#request_read:28"
"Thread-12", "2672", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-12", "2673", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-14", "2674", "ReadersWritersSemaphore.java:125", "Line Step", "file=ReadersWritersSemaphore.java, line=125"
"Thread-12", "2675", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-14", "2676", "ReadersWritersSemaphore.java:125", "Field Read", "context=Database:1, s2_r"
"Thread-14", "2677", "ReadersWritersSemaphore.java:125", "Variable Write", "context=Database:1#done_read:19, w_r=0"
"Thread-14", "2678", "ReadersWritersSemaphore.java:126", "Line Step", "file=ReadersWritersSemaphore.java, line=126"
"Thread-14", "2679", "ReadersWritersSemaphore.java:126", "Field Read", "context=Database:1, s2_r"
"Thread-14", "2680", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-14", "2681", "ReadersWritersSemaphore.java:128", "Field Read", "context=Database:1, s1"
"Thread-14", "2682", "ReadersWritersSemaphore.java:128", "Variable Delete", "method=Database:1#done_read:19 <name=w_r,type=int (id=7),value=<?>,index=1>"
"Thread-14", "2683", "ReadersWritersSemaphore.java:129", "Line Step", "file=ReadersWritersSemaphore.java, line=129"
"Thread-13", "2684", "ReadersWritersSemaphore.java:120", "Line Step", "file=ReadersWritersSemaphore.java, line=120"
"Thread-14", "2685", "ReadersWritersSemaphore.java:132", "Line Step", "file=ReadersWritersSemaphore.java, line=132"
"Thread-13", "2686", "ReadersWritersSemaphore.java:120", "Field Read", "context=Database:1, r"
"Thread-14", "2687", "ReadersWritersSemaphore.java:132", "Variable Delete", "method=Database:1#done_read:19 <name=w_w,type=int (id=7),value=<?>,index=0>"
"Thread-14", "2688", "ReadersWritersSemaphore.java:132", "Method Exit", "returner=Database:1#done_read:19, value=<void>"
"Thread-13", "2689", "ReadersWritersSemaphore.java:120", "Field Write", "context=Database:1, r=1"
"Thread-14", "2690", "ReadersWritersSemaphore.java:59", "Method Returned", ""
"Thread-14", "2691", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-13", "2692", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-14", "2693", "ReadersWritersSemaphore.java:56", "Variable Write", "context=Reader:10#run:10, i=2"
"Thread-14", "2694", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-13", "2695", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, s2_w"
"Thread-14", "2696", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:10, d"
"Thread-13", "2697", "ReadersWritersSemaphore.java:121", "Variable Write", "context=Database:1#done_read:20, w_w=0"
"Thread-13", "2698", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-14", "2699", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:10#run:10, target=Database:1#request_read:29"
"Thread-14", "2700", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-14", "2701", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-13", "2702", "ReadersWritersSemaphore.java:125", "Line Step", "file=ReadersWritersSemaphore.java, line=125"
"Thread-14", "2703", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-13", "2704", "ReadersWritersSemaphore.java:125", "Field Read", "context=Database:1, s2_r"
"Thread-13", "2705", "ReadersWritersSemaphore.java:125", "Variable Write", "context=Database:1#done_read:20, w_r=0"
"Thread-13", "2706", "ReadersWritersSemaphore.java:126", "Line Step", "file=ReadersWritersSemaphore.java, line=126"
"Thread-13", "2707", "ReadersWritersSemaphore.java:126", "Field Read", "context=Database:1, s2_r"
"Thread-13", "2708", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-13", "2709", "ReadersWritersSemaphore.java:128", "Field Read", "context=Database:1, s1"
"Thread-13", "2710", "ReadersWritersSemaphore.java:128", "Variable Delete", "method=Database:1#done_read:20 <name=w_r,type=int (id=7),value=<?>,index=1>"
"Thread-13", "2711", "ReadersWritersSemaphore.java:129", "Line Step", "file=ReadersWritersSemaphore.java, line=129"
"Thread-3", "2712", "ReadersWritersSemaphore.java:137", "Line Step", "file=ReadersWritersSemaphore.java, line=137"
"Thread-13", "2713", "ReadersWritersSemaphore.java:132", "Line Step", "file=ReadersWritersSemaphore.java, line=132"
"Thread-3", "2714", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, r"
"Thread-13", "2715", "ReadersWritersSemaphore.java:132", "Variable Delete", "method=Database:1#done_read:20 <name=w_w,type=int (id=7),value=<?>,index=0>"
"Thread-13", "2716", "ReadersWritersSemaphore.java:132", "Method Exit", "returner=Database:1#done_read:20, value=<void>"
"Thread-3", "2717", "ReadersWritersSemaphore.java:139", "Line Step", "file=ReadersWritersSemaphore.java, line=139"
"Thread-13", "2718", "ReadersWritersSemaphore.java:59", "Method Returned", ""
"Thread-13", "2719", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-3", "2720", "ReadersWritersSemaphore.java:139", "Field Read", "context=Database:1, ww"
"Thread-13", "2721", "ReadersWritersSemaphore.java:56", "Variable Write", "context=Reader:9#run:9, i=2"
"Thread-13", "2722", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-3", "2723", "ReadersWritersSemaphore.java:139", "Field Write", "context=Database:1, ww=3"
"Thread-13", "2724", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:9, d"
"Thread-3", "2725", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-13", "2726", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:9#run:9, target=Database:1#request_read:30"
"Thread-13", "2727", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-13", "2728", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-3", "2729", "ReadersWritersSemaphore.java:140", "Field Read", "context=Database:1, s1"
"Thread-13", "2730", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-3", "2731", "ReadersWritersSemaphore.java:141", "Line Step", "file=ReadersWritersSemaphore.java, line=141"
"Thread-3", "2732", "ReadersWritersSemaphore.java:141", "Field Read", "context=Database:1, s2_w"
"Thread-5", "2733", "ReadersWritersSemaphore.java:120", "Line Step", "file=ReadersWritersSemaphore.java, line=120"
"Thread-5", "2734", "ReadersWritersSemaphore.java:120", "Field Read", "context=Database:1, r"
"Thread-5", "2735", "ReadersWritersSemaphore.java:120", "Field Write", "context=Database:1, r=0"
"Thread-5", "2736", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-5", "2737", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, s2_w"
"Thread-5", "2738", "ReadersWritersSemaphore.java:121", "Variable Write", "context=Database:1#done_read:21, w_w=1"
"Thread-5", "2739", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-5", "2740", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-5", "2741", "ReadersWritersSemaphore.java:123", "Field Read", "context=Database:1, s2_w"
"Thread-5", "2742", "ReadersWritersSemaphore.java:124", "Line Step", "file=ReadersWritersSemaphore.java, line=124"
"Thread-3", "2743", "ReadersWritersSemaphore.java:142", "Line Step", "file=ReadersWritersSemaphore.java, line=142"
"Thread-5", "2744", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-3", "2745", "ReadersWritersSemaphore.java:142", "Field Read", "context=Database:1, s1"
"Thread-5", "2746", "ReadersWritersSemaphore.java:128", "Field Read", "context=Database:1, s1"
"Thread-5", "2747", "ReadersWritersSemaphore.java:129", "Line Step", "file=ReadersWritersSemaphore.java, line=129"
"Thread-4", "2748", "ReadersWritersSemaphore.java:143", "Line Step", "file=ReadersWritersSemaphore.java, line=143"
"Thread-5", "2749", "ReadersWritersSemaphore.java:132", "Line Step", "file=ReadersWritersSemaphore.java, line=132"
"Thread-4", "2750", "ReadersWritersSemaphore.java:143", "Field Read", "context=Database:1, ww"
"Thread-5", "2751", "ReadersWritersSemaphore.java:132", "Variable Delete", "method=Database:1#done_read:21 <name=w_w,type=int (id=7),value=<?>,index=0>"
"Thread-5", "2752", "ReadersWritersSemaphore.java:132", "Method Exit", "returner=Database:1#done_read:21, value=<void>"
"Thread-4", "2753", "ReadersWritersSemaphore.java:143", "Field Write", "context=Database:1, ww=2"
"Thread-5", "2754", "ReadersWritersSemaphore.java:59", "Method Returned", ""
"Thread-5", "2755", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-4", "2756", "ReadersWritersSemaphore.java:144", "Line Step", "file=ReadersWritersSemaphore.java, line=144"
"Thread-5", "2757", "ReadersWritersSemaphore.java:56", "Variable Write", "context=Reader:1#run:1, i=3"
"Thread-5", "2758", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-4", "2759", "ReadersWritersSemaphore.java:137", "Line Step", "file=ReadersWritersSemaphore.java, line=137"
"Thread-5", "2760", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:1, d"
"Thread-4", "2761", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, r"
"Thread-5", "2762", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:1#run:1, target=Database:1#request_read:31"
"Thread-5", "2763", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-5", "2764", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-4", "2765", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, w"
"Thread-5", "2766", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-4", "2767", "ReadersWritersSemaphore.java:147", "Line Step", "file=ReadersWritersSemaphore.java, line=147"
"Thread-4", "2768", "ReadersWritersSemaphore.java:147", "Field Write", "context=Database:1, w=1"
"Thread-4", "2769", "ReadersWritersSemaphore.java:148", "Line Step", "file=ReadersWritersSemaphore.java, line=148"
"Thread-4", "2770", "ReadersWritersSemaphore.java:148", "Field Read", "context=Database:1, s1"
"Thread-4", "2771", "ReadersWritersSemaphore.java:149", "Line Step", "file=ReadersWritersSemaphore.java, line=149"
"Thread-0", "2772", "ReadersWritersSemaphore.java:137", "Line Step", "file=ReadersWritersSemaphore.java, line=137"
"Thread-4", "2773", "ReadersWritersSemaphore.java:152", "Line Step", "file=ReadersWritersSemaphore.java, line=152"
"Thread-0", "2774", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, r"
"Thread-4", "2775", "ReadersWritersSemaphore.java:152", "Method Exit", "returner=Database:1#request_write:12, value=<void>"
"Thread-0", "2776", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, w"
"Thread-4", "2777", "ReadersWritersSemaphore.java:78", "Method Returned", ""
"Thread-4", "2778", "ReadersWritersSemaphore.java:79", "Line Step", "file=ReadersWritersSemaphore.java, line=79"
"Thread-0", "2779", "ReadersWritersSemaphore.java:139", "Line Step", "file=ReadersWritersSemaphore.java, line=139"
"Thread-4", "2780", "ReadersWritersSemaphore.java:79", "Field Read", "context=Writer:5, d"
"Thread-0", "2781", "ReadersWritersSemaphore.java:139", "Field Read", "context=Database:1, ww"
"Thread-4", "2782", "ReadersWritersSemaphore.java:79", "Field Read", "context=Writer:5, x"
"Thread-0", "2783", "ReadersWritersSemaphore.java:139", "Field Write", "context=Database:1, ww=3"
"Thread-4", "2784", "ReadersWritersSemaphore.java:79", "Method Call", "caller=Writer:5#run:5, target=Database:1#write:12"
"Thread-4", "2785", "ReadersWritersSemaphore.java:176", "Method Entered", ""
"Thread-4", "2786", "ReadersWritersSemaphore.java:176", "Variable Write", "context=Database:1#write:12, x=10000"
"Thread-4", "2787", "ReadersWritersSemaphore.java:177", "Line Step", "file=ReadersWritersSemaphore.java, line=177"
"Thread-0", "2788", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-4", "2789", "ReadersWritersSemaphore.java:177", "Field Read", "context=Database:1, data"
"Thread-0", "2790", "ReadersWritersSemaphore.java:140", "Field Read", "context=Database:1, s1"
"Thread-4", "2791", "ReadersWritersSemaphore.java:177", "Field Write", "context=Database:1, data=33222"
"Thread-0", "2792", "ReadersWritersSemaphore.java:141", "Line Step", "file=ReadersWritersSemaphore.java, line=141"
"Thread-4", "2793", "ReadersWritersSemaphore.java:178", "Line Step", "file=ReadersWritersSemaphore.java, line=178"
"Thread-6", "2794", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-0", "2795", "ReadersWritersSemaphore.java:141", "Field Read", "context=Database:1, s2_w"
"Thread-4", "2796", "ReadersWritersSemaphore.java:178", "Method Exit", "returner=Database:1#write:12, value=<void>"
"Thread-6", "2797", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-4", "2798", "ReadersWritersSemaphore.java:79", "Method Returned", ""
"Thread-4", "2799", "ReadersWritersSemaphore.java:80", "Line Step", "file=ReadersWritersSemaphore.java, line=80"
"Thread-6", "2800", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-4", "2801", "ReadersWritersSemaphore.java:80", "Field Read", "context=Writer:5, d"
"Thread-6", "2802", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-4", "2803", "ReadersWritersSemaphore.java:80", "Method Call", "caller=Writer:5#run:5, target=Database:1#done_write:12"
"Thread-4", "2804", "ReadersWritersSemaphore.java:154", "Method Entered", ""
"Thread-4", "2805", "ReadersWritersSemaphore.java:156", "Line Step", "file=ReadersWritersSemaphore.java, line=156"
"Thread-6", "2806", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=1"
"Thread-4", "2807", "ReadersWritersSemaphore.java:156", "Field Read", "context=Database:1, s1"
"Thread-6", "2808", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-6", "2809", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-6", "2810", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
"Thread-7", "2811", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-6", "2812", "ReadersWritersSemaphore.java:104", "Field Read", "context=Database:1, s2_r"
"Thread-7", "2813", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-7", "2814", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-7", "2815", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-7", "2816", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=2"
"Thread-7", "2817", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-7", "2818", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-7", "2819", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
"Thread-1", "2820", "ReadersWritersSemaphore.java:143", "Line Step", "file=ReadersWritersSemaphore.java, line=143"
"Thread-7", "2821", "ReadersWritersSemaphore.java:104", "Field Read", "context=Database:1, s2_r"
"Thread-1", "2822", "ReadersWritersSemaphore.java:143", "Field Read", "context=Database:1, ww"
"Thread-1", "2823", "ReadersWritersSemaphore.java:143", "Field Write", "context=Database:1, ww=2"
"Thread-1", "2824", "ReadersWritersSemaphore.java:144", "Line Step", "file=ReadersWritersSemaphore.java, line=144"
"Thread-1", "2825", "ReadersWritersSemaphore.java:137", "Line Step", "file=ReadersWritersSemaphore.java, line=137"
"Thread-1", "2826", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, r"
"Thread-1", "2827", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, w"
"Thread-1", "2828", "ReadersWritersSemaphore.java:139", "Line Step", "file=ReadersWritersSemaphore.java, line=139"
"Thread-1", "2829", "ReadersWritersSemaphore.java:139", "Field Read", "context=Database:1, ww"
"Thread-1", "2830", "ReadersWritersSemaphore.java:139", "Field Write", "context=Database:1, ww=3"
"Thread-1", "2831", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-1", "2832", "ReadersWritersSemaphore.java:140", "Field Read", "context=Database:1, s1"
"Thread-1", "2833", "ReadersWritersSemaphore.java:141", "Line Step", "file=ReadersWritersSemaphore.java, line=141"
"Thread-2", "2834", "ReadersWritersSemaphore.java:137", "Line Step", "file=ReadersWritersSemaphore.java, line=137"
"Thread-1", "2835", "ReadersWritersSemaphore.java:141", "Field Read", "context=Database:1, s2_w"
"Thread-2", "2836", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, r"
"Thread-2", "2837", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, w"
"Thread-2", "2838", "ReadersWritersSemaphore.java:139", "Line Step", "file=ReadersWritersSemaphore.java, line=139"
"Thread-2", "2839", "ReadersWritersSemaphore.java:139", "Field Read", "context=Database:1, ww"
"Thread-2", "2840", "ReadersWritersSemaphore.java:139", "Field Write", "context=Database:1, ww=4"
"Thread-2", "2841", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-2", "2842", "ReadersWritersSemaphore.java:140", "Field Read", "context=Database:1, s1"
"Thread-2", "2843", "ReadersWritersSemaphore.java:141", "Line Step", "file=ReadersWritersSemaphore.java, line=141"
"Thread-8", "2844", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-2", "2845", "ReadersWritersSemaphore.java:141", "Field Read", "context=Database:1, s2_w"
"Thread-8", "2846", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-8", "2847", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-8", "2848", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-8", "2849", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=3"
"Thread-8", "2850", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-8", "2851", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-8", "2852", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
"Thread-9", "2853", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-8", "2854", "ReadersWritersSemaphore.java:104", "Field Read", "context=Database:1, s2_r"
"Thread-9", "2855", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-9", "2856", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-9", "2857", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-9", "2858", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=4"
"Thread-9", "2859", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-9", "2860", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-9", "2861", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
"Thread-10", "2862", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-9", "2863", "ReadersWritersSemaphore.java:104", "Field Read", "context=Database:1, s2_r"
"Thread-10", "2864", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-10", "2865", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-10", "2866", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-10", "2867", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=5"
"Thread-10", "2868", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-10", "2869", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-10", "2870", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
"Thread-11", "2871", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-10", "2872", "ReadersWritersSemaphore.java:104", "Field Read", "context=Database:1, s2_r"
"Thread-11", "2873", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-11", "2874", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-11", "2875", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-11", "2876", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=6"
"Thread-11", "2877", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-11", "2878", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-11", "2879", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
"Thread-12", "2880", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-11", "2881", "ReadersWritersSemaphore.java:104", "Field Read", "context=Database:1, s2_r"
"Thread-12", "2882", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-12", "2883", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-12", "2884", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-12", "2885", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=7"
"Thread-12", "2886", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-12", "2887", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-12", "2888", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
"Thread-14", "2889", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-12", "2890", "ReadersWritersSemaphore.java:104", "Field Read", "context=Database:1, s2_r"
"Thread-14", "2891", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-14", "2892", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-14", "2893", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-14", "2894", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=8"
"Thread-14", "2895", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-14", "2896", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-14", "2897", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
"Thread-13", "2898", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-14", "2899", "ReadersWritersSemaphore.java:104", "Field Read", "context=Database:1, s2_r"
"Thread-13", "2900", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-13", "2901", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-13", "2902", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-13", "2903", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=9"
"Thread-13", "2904", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-13", "2905", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-13", "2906", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
"Thread-3", "2907", "ReadersWritersSemaphore.java:143", "Line Step", "file=ReadersWritersSemaphore.java, line=143"
"Thread-13", "2908", "ReadersWritersSemaphore.java:104", "Field Read", "context=Database:1, s2_r"
"Thread-3", "2909", "ReadersWritersSemaphore.java:143", "Field Read", "context=Database:1, ww"
"Thread-3", "2910", "ReadersWritersSemaphore.java:143", "Field Write", "context=Database:1, ww=3"
"Thread-3", "2911", "ReadersWritersSemaphore.java:144", "Line Step", "file=ReadersWritersSemaphore.java, line=144"
"Thread-3", "2912", "ReadersWritersSemaphore.java:137", "Line Step", "file=ReadersWritersSemaphore.java, line=137"
"Thread-3", "2913", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, r"
"Thread-3", "2914", "ReadersWritersSemaphore.java:137", "Field Read", "context=Database:1, w"
"Thread-3", "2915", "ReadersWritersSemaphore.java:139", "Line Step", "file=ReadersWritersSemaphore.java, line=139"
"Thread-3", "2916", "ReadersWritersSemaphore.java:139", "Field Read", "context=Database:1, ww"
"Thread-3", "2917", "ReadersWritersSemaphore.java:139", "Field Write", "context=Database:1, ww=4"
"Thread-3", "2918", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-3", "2919", "ReadersWritersSemaphore.java:140", "Field Read", "context=Database:1, s1"
"Thread-3", "2920", "ReadersWritersSemaphore.java:141", "Line Step", "file=ReadersWritersSemaphore.java, line=141"
"Thread-5", "2921", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-3", "2922", "ReadersWritersSemaphore.java:141", "Field Read", "context=Database:1, s2_w"
"Thread-5", "2923", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
